When,when,when,364637,ADV,advmod,True
will,will,will,365768,VERB,aux,True
give,give,give,125692,VERB,ROOT,True
authorisation,authorisation,authorisation,23818,NOUN,dobj,False
to,to,to,324862,ADP,dative,True
people,people,people,230162,NOUN,pobj,False
for,for,for,116301,ADP,prep,True
breaking,break,break,40228,VERB,pcomp,False
the,the,the,320691,DET,det,True
lockdown,lockdown,lookdown,175062,NOUN,dobj,False
Who,who,who,365278,PRON,nsubj,True
fill,fill,fill,112683,VERB,aux,False
follow,follow,follow,115989,VERB,ROOT,False
strictly,strictly,strictly,306222,ADV,advmod,False
