This,this,this,322217,DET,nsubj,True
was,be,be,29345,AUX,ROOT,True
never,never,never,199350,ADV,neg,True
ever,ever,ever,106143,ADV,advmod,True
part,part,part,226929,NOUN,attr,True
of,of,of,211535,ADP,prep,True
the,the,the,320691,DET,det,True
rules,rule,rule,275459,NOUN,pobj,False
and,and,and,12285,CCONJ,cc,True
like,like,like,172172,SCONJ,conj,False
trip,trip,trip,330270,NOUN,pobj,False
to,to,to,324862,ADP,prep,True
the,the,the,320691,DET,det,True
Castle,Castle,castle,49090,PROPN,pobj,False
if,if,if,146980,SCONJ,mark,True
the,the,the,320691,DET,det,True
police,police,police,241679,NOUN,nsubj,False
had,have,have,134390,AUX,aux,True
stopped,stop,stop,305323,VERB,advcl,False
would,would,would,367745,VERB,aux,True
have,have,have,134390,AUX,ccomp,True
