On,on,on,212644,ADP,prep,True,0
eve,eve,eve,106060,NOUN,pobj,False,0
of,of,of,211535,ADP,prep,True,1
UFC,UFC,fc,110569,PROPN,compound,False,0
debut,debut,debut,77883,NOUN,pobj,False,1
James,James,james,160268,PROPN,compound,False,1
Toney,Toney,stoney,305219,PROPN,nsubj,False,1
learned,learn,learn,169659,VERB,ROOT,False,0
of,of,of,211535,ADP,prep,True,1
IRS,IRS,irs,158515,PROPN,compound,False,0
lien,lien,lien,171831,NOUN,pobj,False,0
fight,fight,fight,112433,VERB,dep,False,0
purse,purse,purse,257105,NOUN,dobj,False,1
withheld,withhold,withhold,366636,VERB,npadvmod,False,1
