RT,RT,rt,275072,PROPN,ROOT,False,0
NHL,NHL,hl,142009,PROPN,compound,False,0
news,news,news,199421,NOUN,ROOT,False,0
Early,early,early,94742,ADJ,amod,False,1
indications,indication,indication,150907,NOUN,nsubj,False,1
are,be,be,29345,AUX,ROOT,True,0
that,that,that,320639,SCONJ,mark,True,0
Leafs,Leafs,leafs,169582,PROPN,compound,False,0
Colby,Colby,coly,62733,PROPN,compound,False,1
Armstrong,Armstrong,armstrong,20025,PROPN,nsubj,False,1
may,may,may,177739,VERB,aux,True,0
need,need,need,197910,VERB,ccomp,False,1
surgery,surgery,surgery,313458,NOUN,dobj,False,1
on,on,on,212644,ADP,prep,True,1
hand,hand,hand,133091,NOUN,pobj,False,1
and,and,and,12285,CCONJ,cc,True,1
could,could,could,70511,VERB,conj,True,0
