going,go,go,127161,VERB,ROOT,False,1
DOWN,down,down,92197,ADV,advmod,True,0
Halloween,Halloween,halloween,132756,PROPN,compound,False,1
REIGN,REIGN,reign,266085,PROPN,compound,False,0
LOUNGE,LOUNGE,lounge,175463,PROPN,ROOT,False,0
GIVEAWAY,GIVEAWAY,giveaway,125695,VERB,ROOT,False,0
the,the,the,320691,DET,det,True,0
best,good,good,127869,ADJ,amod,False,1
costume,costume,costume,70238,NOUN,appos,False,1
Sections,section,section,282851,NOUN,nsubj,False,0
are,be,be,29345,AUX,aux,True,0
going,go,go,127161,VERB,ROOT,False,1
FAST,fast,fast,110179,ADV,dobj,False,0
Book,book,book,38039,NOUN,ROOT,False,1
yours,yours,yours,157757,DET,nummod,True,0
NOW,now,now,209199,ADV,advmod,True,0
RT,RT,rt,275072,PROPN,ROOT,False,0
