Sexy,Sexy,sexy,286852,PROPN,compound,False,1
Bandz,Bandz,band,27257,PROPN,dep,False,0
Silly,Silly,silly,290499,PROPN,compound,False,1
Bands,Bands,bands,27378,PROPN,nsubj,False,0
are,be,be,29345,AUX,ROOT,True,0
the,the,the,320691,DET,det,True,0
term,term,term,319345,NOUN,attr,False,0
given,give,give,125692,VERB,acl,False,0
to,to,to,324862,ADP,aux,True,0
shaped,shape,shape,287442,VERB,pcomp,False,1
rubber,rubber,rubber,275093,NOUN,compound,False,1
bands,band,band,27257,NOUN,dobj,False,1
that,that,that,320639,SCONJ,dobj,True,0
people,people,people,230162,NOUN,nsubj,False,0
have,have,have,134390,AUX,aux,True,0
begun,begin,begin,30636,VERB,relcl,False,0
wearing,wear,wear,363540,VERB,xcomp,False,0
Check,check,check,53311,VERB,ROOT,False,0
