People,People,people,230162,NOUN,nsubj,False,1
in,in,in,149313,ADP,prep,True,0
school,school,school,280423,NOUN,pobj,False,1
thought,think,think,321897,VERB,ROOT,False,0
shoes,shoe,shoe,288678,NOUN,nsubj,False,1
were,be,be,29345,AUX,ccomp,True,0
so,so,so,295959,ADV,advmod,True,0
sick,sick,sick,289609,ADJ,acomp,False,1
today,today,today,325003,NOUN,npadvmod,False,0
alala,alala,alala,7272,PROPN,ROOT,False,0
Robert,Robert,robert,273567,PROPN,nsubj,False,0
wanted,want,want,362465,VERB,ROOT,False,1
to,to,to,324862,PART,aux,True,0
take,take,take,315491,VERB,xcomp,True,1
and,and,and,12285,CCONJ,cc,True,0
Jack,Jack,jack,159867,PROPN,nsubj,False,0
and,and,and,12285,CCONJ,cc,True,0
Craig,Craig,craig,71938,PROPN,conj,False,0
tried,try,try,329065,VERB,conj,False,0
to,to,to,324862,PART,aux,True,0
wear,wear,wear,363540,VERB,xcomp,False,0
fun,fun,fun,120110,ADJ,compound,False,1
day,day,day,76257,PROPN,ROOT,False,1
