Surrounded,surround,surround,313622,VERB,ROOT,False,0
by,by,by,33133,ADP,agent,True,0
men,man,man,178862,NOUN,pobj,False,1
in,in,in,149313,ADP,prep,True,1
uncomfortable,uncomfortable,uncomfortable,337275,ADJ,advmod,False,1
looking,look,look,175060,VERB,amod,False,1
ties,tie,tie,323366,NOUN,pobj,False,1
at,at,at,22372,ADP,prep,True,0
ORD,ORD,ord,214203,PROPN,pobj,False,0
'm,be,be,29345,AUX,ROOT,True,1
in,in,in,149313,ADP,prep,True,1
a,a,a,0,DET,det,True,1
t,t,t,314735,NOUN,compound,False,1
shirt,shirt,shirt,288512,NOUN,pobj,False,1
and,and,and,12285,CCONJ,cc,True,0
jeans,jean,jean,160704,NOUN,conj,False,1
thanking,thank,thank,320604,VERB,advcl,False,0
various,various,various,357289,ADJ,amod,True,0
entities,entity,entity,101460,NOUN,dobj,False,0
that,that,that,320639,DET,npadvmod,True,0
