Indiana,Indiana,indiana,150877,PROPN,compound,False,0
Jones,Jones,jones,161749,PROPN,nsubj,False,1
Movies,movie,movie,194399,NOUN,nsubj,False,1
Get,get,get,124419,VERB,ROOT,True,0
D,D,d,75936,PROPN,compound,False,1
Treatment,Treatment,treatment,328735,PROPN,dobj,False,1
Re,Re,re,261391,NOUN,dep,True,0
Release,Release,release,266810,PROPN,conj,False,0
Following,follow,follow,115989,VERB,ROOT,False,0
up,up,up,354457,ADP,prt,True,0
on,on,on,212644,ADP,prep,True,1
George,George,george,124030,PROPN,compound,False,1
Lucas,Lucas,glucase,126819,PROPN,poss,False,1
decision,decision,decision,78397,NOUN,pobj,False,0
to,to,to,324862,PART,aux,True,0
re,re,re,261391,VERB,dep,True,1
release,release,release,266810,VERB,dep,False,1
the,the,the,320691,DET,det,True,0
Star,star,star,302844,NOUN,dep,False,0
