Forget,forget,forget,117219,VERB,ROOT,False,1
that,that,that,320639,DET,dobj,True,0
'm,be,be,29345,AUX,ROOT,True,0
ready,ready,ready,261587,ADJ,acomp,False,1
for,for,for,116301,ADP,prep,True,0
U.S.,U.S.,us,355940,PROPN,compound,False,1
tour,tour,tour,326625,NOUN,pobj,False,1
in,in,in,149313,ADP,prep,True,1
April,April,april,18068,PROPN,pobj,False,0
and,and,and,12285,CCONJ,cc,True,0
May,May,may,177739,PROPN,conj,True,0
of,of,of,211535,ADP,prep,True,0
Hell,hell,hell,135648,NOUN,ROOT,False,0
to,to,to,324862,ADP,prep,True,1
the,the,the,320691,DET,det,True,0
yes,yes,yes,146918,INTJ,pobj,False,0
